4.368174374103546983e+32,5.988236999511718750e+01,5.128767370632753853e+01,1.299999999999999767e-01,3.000000119209289551e-01,7.707004994153976440e-02,9.268935000000000000e+06
2.095098942518234420e+32,4.004019546508789062e+01,1.676597569770256868e+01,1.899999999999999606e-02,3.000000119209289551e-01,-9.279143065214155717e-02,3.525593500000000000e+06
5.354889631271361315e+32,4.064716339111328125e+01,6.764476836748004018e+01,7.900000000000000078e-02,3.000000119209289551e-01,5.147696733474731445e-01,9.390406000000000000e+06
3.614768087863921734e+32,2.953934288024902344e+01,1.621309581572288749e+01,1.000000000000000194e-02,3.000000119209289551e-01,3.281458318233489990e-01,1.644710625000000000e+06
2.885875403881072923e+32,6.119503784179688921e+01,1.586662232249350701e+01,4.199999999999999567e-02,3.000000119209289551e-01,-2.200311273336410522e-01,9.468353000000000000e+06
6.066196560859679617e+32,3.897742843627929688e+01,3.166067433329549274e+01,3.400000000000001632e-02,3.000000119209289551e-01,-1.501600593328475952e-01,1.014449062500000000e+06
3.421421945095063795e+32,4.734337997436522727e+01,1.262347965677222028e+01,2.000000000000000042e-02,3.000000119209289551e-01,2.127270959317684174e-02,1.790533125000000000e+06
3.225982189178466664e+32,4.273906326293945312e+01,2.246030288625233950e+01,2.900000000000000841e-02,3.000000119209289551e-01,-9.257139265537261963e-02,2.721394750000000000e+06
6.086478233337402598e+32,5.815892791748046875e+01,1.840295232849860341e+01,4.399999999999999051e-02,3.000000119209289551e-01,-2.824082076549530029e-01,6.017040500000000000e+06
5.161579251289368479e+32,3.085116958618164062e+01,1.634997256531839867e+02,1.100000000000000144e-01,3.000000119209289551e-01,-6.507283449172973633e-02,1.576467750000000000e+06
2.545385360717773129e+32,4.218078994750977273e+01,2.464903295347528811e+01,3.100000000000000672e-02,3.000000119209289551e-01,-9.894236922264099121e-02,7.294461500000000000e+06
5.019627213478087640e+32,4.171539306640625000e+01,2.926694758257517393e+01,3.599999999999999728e-02,3.000000119209289551e-01,1.127637550234794478e-01,9.624999000000000000e+06
2.783249318599700275e+32,5.482128143310545454e+01,1.223890578159736719e+01,2.600000000000000228e-02,3.000000119209289551e-01,-3.862534761428833008e-01,1.458284500000000000e+06
8.168447613716125517e+32,3.667222213745117188e+01,7.363617071801455438e+01,7.000000000000000666e-02,3.000000119209289551e-01,-1.740393936634063443e-01,3.956707500000000000e+06
9.237446784973144752e+32,4.333509826660156250e+01,1.582003108506042679e+02,2.100000000000000200e-01,3.000000119209289551e-01,2.333060204982757568e-01,1.020906812500000000e+06
4.848651885986326979e+32,3.816754150390625000e+01,2.524948846755586018e+01,2.600000000000000228e-02,3.000000119209289551e-01,3.886128067970275879e-01,2.435405500000000000e+06
9.115549921989441958e+32,4.504213714599610086e+01,5.369333221256739108e+01,7.699999999999998512e-02,3.000000119209289551e-01,-3.524594902992248535e-01,1.107031750000000000e+06
2.306780219078064137e+32,4.964545059204102273e+01,4.132769579064771825e+00,7.199999999999998936e-03,3.000000119209289551e-01,1.218664497137069563e-01,9.050091000000000000e+06
2.248188704252243041e+32,5.492948532104492188e+01,1.172186076165629132e+01,2.499999999999999792e-02,3.000000119209289551e-01,-2.085076868534088135e-01,8.891547000000000000e+06
4.306990504264830952e+32,5.257739639282225852e+01,2.968229316931501316e+01,5.800000000000001682e-02,3.000000119209289551e-01,-2.118134200572967529e-01,6.113726000000000000e+06
2.377637475728988648e+32,4.893284988403320312e+01,4.785767629470104367e+00,8.099999999999997827e-03,3.000000119209289551e-01,-1.129517480731010437e-01,7.350033000000000000e+06
5.826236605644223498e+32,3.952482604980468750e+01,9.961399547787156195e+00,1.100000000000000110e-02,3.000000119209289551e-01,1.367326825857162476e-01,1.188361500000000000e+06
2.998482584953307364e+32,4.372323989868164062e+01,1.480038229314738096e+01,1.999999999999999695e-02,3.000000119209289551e-01,-6.988266482949256897e-03,3.987886000000000000e+06
2.422422617673874017e+32,3.777175140380859375e+01,1.289070637395980334e+01,1.299999999999999940e-02,3.000000119209289551e-01,-9.992839395999907059e-02,1.472218250000000000e+06
2.967984080314635360e+32,4.259684371948241477e+01,5.457714432917709502e+01,7.000000000000000666e-02,3.000000119209289551e-01,-1.927645504474639893e-02,5.412279000000000000e+06
